"CGY24.17"	"CGY29.01"	"CGY24.21"	"CGY20.46"	"CGY24.16"	"CGY20.50"	"CGY24.09"	"CGY28.53"	"CGY28.50"	"CGY28.49"	"CGY28.52"	"CGY20.55"
"YBR276C"	26.2288	26.9994	26.3978	24.8767	25.0446	23.1372	26.6414	23.2819	29.7607	24.1417	29.4057	27.915
"YBR278W"	27.2181	24.5763	29.0912	23.7893	24.5722	22.3239	27.1099	17.4146	24.0951	15.3725	26.9572	23.5765
"YBR279W"	33.3423	30.9743	34.951	32.3622	31.8106	33.339	36.6515	32.3701	36.3589	24.2074	29.2612	33.9757
"YBR280C"	5.98072	6.33799	6.39768	6.24071	4.40669	4.37143	6.36844	5.12948	6.84429	4.99071	6.18413	6.19815
"YBR281C"	16.7614	15.5377	13.7787	12.9273	12.8497	14.2439	16.3032	12.6883	15.6615	11.8365	16.7891	16.0545
"YBR282W"	52.9558	67.7598	61.4895	50.7852	45.572	56.943	55.1978	43.582	53.953	34.8233	42.9356	49.2975
"YBR283C"	184.434	173.451	182.106	187.154	202.857	171.212	177.458	192.084	175.642	205.254	184.294	187.43
"YBR284W"	1.68725	1.82425	1.8867	2.09061	2.00007	2.09242	1.58831	1.92873	1.20138	1.63652	2.24324	1.88915
"YBR285W"	0.632981	2.36012	1.5547	2.4544	2.13048	1.50737	1.63504	1.02758	1.45103	2.68578	1.01267	0.757552
"YBR286W"	469.351	482.689	489.88	444.016	481.644	400.999	495.656	499.879	464.351	506.367	490.963	459.23
"YBR287W"	40.8941	43.5329	41.6066	39.7859	46.7996	36.3991	42.3223	50.0923	40.4493	49.8919	40.3789	43.2766
"YBR288C"	27.1069	25.4344	28.7106	26.5736	26.515	26.5507	26.9658	25.4994	31.1723	21.8402	26.9293	27.1934
"YBR289W"	8.70261	8.53748	8.99292	8.53849	8.28334	8.24928	9.16505	7.1631	8.31128	6.68769	6.57174	7.92861
"YBR290W"	21.6742	27.0863	22.8262	25.6446	21.7811	21.3979	25.701	20.205	25.2917	17.9	22.5695	26.7356
"YBR291C"	145.104	137.909	154.337	132.326	130.881	134.518	145.626	150.994	150.072	151.213	148.095	133.866
"YBR293W"	14.7117	13.0467	14.7637	15.2793	16.3163	14.329	15.9304	16.5897	15.5421	15.6535	15.6391	16.2851
"YBR294W"	0.0691883	0.0870727	0.139301	0.231488	0.335559	0.23303	0.0598185	0	0.158348	0.147318	0.221766	0.207511
"YBR295W"	4.93043	4.05858	4.72735	4.61927	4.3199	3.84813	5.05032	5.00643	4.40934	3.92475	4.50139	4.3076
"YBR296C"	0.268406	0.359938	0.161817	0.359008	0.624384	0.309684	0.371126	0.234839	0.61434	0.457047	0.0573365	0.321925
"YBR296C-A"	0	0	0	0	3.09816	0	0	0	0	0	0	0
"YBR297W"	3.53544	3.22433	2.30431	3.51297	2.42097	2.85563	2.81868	2.95287	4.01962	4.15593	3.96684	2.67282
"YBR298C"	5.58019	5.55504	5.25851	5.94284	4.49185	6.18072	5.5548	5.83148	5.30264	6.15129	5.42833	4.96012
"YBR298C-A"	0	0.846678	0	0	1.96607	0.980449	0	0	1.19109	0	1.10285	0
"YBR299W"	0.718982	1.21859	0.502738	0.713584	0.953262	1.09075	0.542056	0.970746	0.68083	0.565097	0.622633	0.587073
"YBR301W"	2.17685	1.96297	0.489976	3.20023	2.92991	3.05473	2.44389	2.16775	2.83287	2.70967	5.74686	2.83489
"YBR302C"	41.744	43.7398	48.6011	46.5465	46.4921	33.9406	46.2957	46.7497	42.3267	51.567	42.766	41.4117
"YCL001W"	153.79	143.916	162.938	148.776	142.087	144.248	155.48	142.375	152.556	158.525	159.394	153.898
"YCL001W-A"	0.863794	0.477569	0.850262	0.957364	0.554053	0	1.48742	0	0.329965	0.305461	0.920935	0.344616
"YCL001W-B"	0.795467	3.93233	0.768381	1.75378	2.2863	2.27449	0.688464	0.858285	2.75557	0.844405	0.853857	0.950964
"YCL002C"	33.4555	32.31	35.0999	35.7017	38.5842	32.1815	35.7227	38.9537	37.0649	40.5728	32.3776	33.6198
"YCL004W"	6.75955	7.61826	7.26847	7.46637	7.88358	7.70497	7.23626	7.91391	7.73597	7.57509	6.38859	7.03062
"YCL005W"	40.3607	38.9167	42.861	44.8738	40.2068	41.8701	38.7846	40.9263	39.3313	47.4906	41.5605	42.4998
"YCL005W-A"	623.027	717.136	618.829	690.263	623.245	767.692	635.732	604.065	646.764	778.964	649.581	630.946
"YCL008C"	28.2753	28.5472	28.0708	28.9424	27.538	30.8071	28.5115	31.2502	28.3904	32.8675	34.2525	29.2311
"YCL009C"	554.697	536.468	566.302	591.499	650.145	571.444	578.625	668.593	608.842	639.805	640.159	587.665
"YCL010C"	38.2467	37.1938	37.4325	40.8434	34.0289	34.1341	41.4132	33.8758	37.9582	27.4865	30.6708	39.7255
"YCL011C"	123.133	107.105	120.381	118.188	112.493	101.773	119.838	110.515	123.409	102.737	103.992	109.586
"YCL012C"	38.3493	41.1508	37.2441	37.3493	37.8804	38.531	38.8315	32.6334	35.0123	50.0817	36.3724	39.0926
"YCL014W"	7.79931	8.26066	7.63424	8.40856	8.03053	7.6801	7.83969	7.42786	8.94442	6.45379	8.72945	8.57886
"YCL016C"	11.09	10.9333	12.8303	11.5837	14.3146	11.8858	13.2143	12.2049	10.5286	8.7784	11.3801	13.1928
"YCL017C"	55.2627	56.1242	52.437	54.1992	59.658	51.8392	53.5245	55.7928	53.2107	58.9385	57.9388	51.2942
"YCL018W"	54.6355	61.8192	58.4141	59.3219	64.2642	67.5549	63.8891	68.7397	56.3236	70.6159	68.5564	61.9203
"YCL021W-A"	24.2706	31.9198	32.3013	22.4585	19.8766	27.2581	35.6508	27.0833	24.645	31.2184	21.2426	24.7589
"YCL024W"	9.39819	8.38658	8.3262	7.70459	7.44296	7.65674	8.59172	8.08979	9.84733	5.2444	7.41067	8.15117
"YCL025C"	36.471	34.1312	28.1895	33.9445	38.861	39.3377	37.1434	38.1581	40.4139	39.9465	39.2151	38.1407
"YCL026C-A"	1.0218	1.18978	2.22658	2.72194	0.985028	2.14759	1.40828	1.99814	2.10628	0.650885	2.39614	3.9149
"YCL026C-B"	14.9183	11.3879	8.7039	17.2389	13.0024	19.7188	9.32988	10.6567	13.3398	13.4516	15.466	12.4787
"YCL027W"	18.6671	20.7504	19.1107	17.4033	22.9948	23.3368	23.6139	25.411	21.6429	22.201	21.1736	22.3139
"YCL028W"	75.8755	73.9897	74.2863	79.2653	77.1789	76.2409	75.5912	76.9579	82.6425	81.7328	72.0639	73.9466
"YCL029C"	14.3521	12.8059	18.9018	14.6157	14.7436	13.8575	13.5871	14.3365	17.9194	10.7965	13.235	15.9059
"YCL030C"	106.72	96.2683	97.7319	90.4463	97.1232	90.9552	110.753	98.8373	106.035	99.678	106.866	113.672
"YCL031C"	60.1931	63.5314	73.528	61.5619	56.9741	63.3778	66.3271	58.324	64.3995	42.9484	49.1589	64.3696
"YCL032W"	19.412	16.2332	18.0783	17.545	15.7162	15.4939	18.2524	18.4621	14.6297	11.4462	13.9499	15.667
"YCL033C"	53.4821	55.4007	56.4786	53.7652	53.1783	52.681	52.0728	58.2687	46.087	50.3853	50.8727	53.848
"YCL034W"	51.6156	47.5486	53.9083	53.5091	55.3831	44.0661	53.041	58.6962	52.4442	44.3529	49.4057	49.2094
"YCL035C"	221.201	257.717	238.11	235.806	193.32	199.657	236.799	193.475	203.636	170.24	187.982	210.403
"YCL036W"	19.2476	19.97	23.721	20.6025	20.6639	19.5017	19.7903	19.4398	19.7186	16.8283	16.423	16.9379
"YCL037C"	21.0611	17.325	15.9515	19.4419	21.2543	20.9396	16.3476	21.6451	26.8018	21.7799	22.488	18.5433
"YCL038C"	11.3733	11.1592	12.3098	11.4273	12.0496	9.91316	11.8643	12.8868	10.7232	12.9183	12.6502	11.1666
"YCL039W"	9.27593	10.9597	9.69781	9.30895	11.0293	11.2132	11.505	10.9455	11.5842	12.0209	10.9868	12.0466
"YCL040W"	98.7575	112.721	100.435	84.2524	105.719	50.9138	103.869	92.8283	83.219	103.392	85.3368	96.0665
"YCL042W"	20.2378	20.5407	19.966	15.9244	18.1151	11.3208	22.474	24.175	20.5698	16.6151	17.8516	21.4751
"YCL043C"	563.297	580.546	569.983	549.594	636.909	506.69	571.054	619.484	575.67	662.951	593.116	549.929
"YCL044C"	27.9953	28.7929	25.2047	29.8944	31.5919	28.8153	26.0451	34.6294	30.8941	33.2279	29.4786	26.2621
"YCL045C"	85.411	85.6773	87.6877	90.356	88.9947	80.5026	88.5075	90.5784	91.6879	92.3927	103.729	91.4754
"YCL047C"	20.4631	19.7272	19.704	19.3701	19.9041	20.3965	18.7226	16.5699	19.9443	19.542	15.9279	18.0566
"YCL048W"	0.136748	0.400835	0.274415	0.228537	0.331181	0.394191	0.118136	0.373646	0.156508	0.363746	0.511089	0.245977
"YCL048W-A"	0	2.19724	0	2.93775	2.55439	1.69601	0.77058	0.959142	1.02844	0	0	0
"YCL049C"	16.4491	16.8413	16.5482	15.2744	15.594	14.9413	16.6414	17.5884	18.2058	20.6165	18.9486	15.4065
"YCL050C"	183.284	173.687	172.196	175.882	168.142	197.224	179.634	172.317	189.086	175.756	170.787	179.078
"YCL051W"	13.1377	13.0903	13.5201	12.0564	13.7063	10.806	13.7704	14.3113	14.0689	12.2976	13.1308	11.8972
"YCL052C"	31.2442	29.7145	26.9801	24.7229	27.1113	24.1414	29.6579	26.53	28.2363	25.0109	28.9827	28.2826
"YCL054W"	35.8843	35.8355	35.0881	36.3093	35.2525	33.2022	32.4315	30.2142	36.0015	23.2832	30.9661	35.6623
"YCL054W-A"	113.679	118.053	193.966	142.812	135.386	322.065	213.6	223.929	292.492	163.005	224.79	298.718
"YCL055W"	24.4774	31.9086	31.1799	25.4669	26.0033	29.1428	36.482	26.3869	31.4487	21.2484	23.139	31.8557
"YCL056C"	25.6357	35.9263	32.9596	28.4009	25.2614	30.449	33.7908	32.1974	36.6386	21.822	27.342	31.0596
"YCL057C-A"	316	309.387	328.207	317.101	323.606	347.664	297.366	289.267	295.951	343.144	312.398	267.085
"YCL057W"	58.5039	62.7422	57.06	57.3435	59.8942	61.7399	55.4057	58.5473	65.8348	63.4482	68.0654	58.2372
"YCL058C"	6.68996	6.9946	8.58747	7.41419	7.8353	8.31581	7.76328	8.19093	10.0001	8.0228	4.3417	5.22191
"YCL058W-A"	26.8806	32.3292	33.5662	22.9429	31.2319	33.6458	32.94	22.4004	34.6548	18.0065	19.6593	35.5545
"YCL059C"	79.3646	81.4769	90.0503	81.0427	81.0219	76.4369	86.366	66.111	83.3587	53.4823	67.6421	79.9561
"YCL061C"	7.95649	7.68671	5.99841	6.31416	6.89103	6.91385	7.27275	5.23336	8.31017	4.43489	6.93279	8.52115
"YCL063W"	16.5366	16.5742	15.8956	16.1388	14.6191	16.7586	16.5766	16.7414	16.4089	15.6557	13.3638	17.4635
"YCL064C"	139.586	114.149	126.617	113.779	115.141	90.8781	126.773	124.78	114.242	105.275	108.008	115.368
"YCL066W"	0	0.0977231	0	0	0	0	0.101302	0.127652	0.134744	0	0	0
"YCL067C"	15.8067	14.7977	13.4275	11.7842	13.1663	14.68	18.2174	10.8292	14.2508	8.08151	10.2603	13.2394
"YCL068C"	0.0236714	0.0069649	0.0150485	0.0349525	0.0230882	0.020092	0.0209041	0.0157269	0.0153873	0.0268789	0.0142562	0.0406506
"YCL069W"	0.0799547	0	0.0349989	0.132922	0.162927	0.0717584	0.0454246	0.124193	0	0.0186914	0	0
"YCL073C"	0.00873079	0.00481011	0.00994402	0.00789301	0.00764823	0.00379967	0.00384821	0.0053842	0.00963778	0.0109861	0.0054245	0.0101121
"YCR002C"	81.3381	80.5154	78.702	78.1603	75.8456	81.3478	80.0692	73.4251	79.3076	71.2185	80.6526	82.291
"YCR003W"	29.5457	32.0698	26.6078	32.5382	26.3436	29.2631	29.2416	24.8954	29.7952	22.4662	24.909	31.9386
"YCR004C"	193.681	199.966	186.895	172.693	174.212	179.161	201.33	186.558	181.377	180.459	183.32	193.125
"YCR005C"	93.3375	96.1647	92.0567	91.711	93.6868	87.6311	86.5834	82.7374	94.1316	86.4099	104.671	90.9458
"YCR007C"	5.80363	6.23942	6.07969	4.58302	4.86682	8.04135	4.74063	2.66053	6.46965	3.56973	5.04906	6.40331
"YCR008W"	43.0511	41.1585	37.6503	45.8936	46.4137	38.7102	41.951	42.0863	42.8113	43.8183	44.2473	42.6143
"YCR009C"	107.015	112.171	108.96	104.592	100.054	96.388	116.165	92.7391	103.852	77.9519	96.0563	111.255
"YCR010C"	0.860586	0.718635	0.981604	0.410266	0.594243	1.41415	1.69716	0.804206	0.703688	2.09093	0.918164	0.589299
"YCR011C"	32.132	31.8735	31.0436	28.3869	27.377	25.4383	29.8403	27.3137	31.2964	28.0189	33.4974	31.3714
"YCR012W"	5053.05	4854.33	5194.59	5177.59	5859.33	4638.64	5521.84	5858.15	5391.99	5714.75	5567.32	5519.65
"YCR014C"	6.81927	5.62712	6.10886	6.36375	6.30253	5.54032	5.89326	6.47546	6.77564	4.78213	5.08165	6.46718
"YCR015C"	9.40158	8.03612	9.61147	8.44172	7.75074	7.7886	8.02247	7.57653	8.80514	6.58858	6.72679	8.32339
"YCR016W"	46.0267	45.6129	49.4057	45.6329	44.7315	46.756	45.8883	40.0467	50.9145	29.4078	38.4221	46.2987
"YCR017C"	43.1624	43.9109	42.1253	43.031	42.9241	37.2208	46.53	45.9664	42.3758	45.4269	44.1663	45.2829
"YCR018C"	24.7482	22.4524	21.5587	22.9739	19.4672	25.2973	21.6238	18.0732	18.4381	23.0452	18.7964	17.2567
"YCR019W"	15.1556	12.4497	17.0814	13.9442	12.561	12.8058	15.3584	12.4848	14.127	10.4243	13.5623	13.2732
"YCR020C"	11.9644	11.4293	12.9292	12.3122	11.2045	11.7795	13.3442	9.18605	11.4834	10.0906	12.1932	10.3253
"YCR020C-A"	111.903	98.2732	98.3581	99.2477	79.9147	109.402	84.7667	101.814	95.3349	107.14	111.421	85.7089
"YCR020W-B"	67.3623	69.7171	62.2825	73.1536	81.0392	52.9458	80.4614	67.7254	65.2857	29.9654	67.4015	77.2088
"YCR021C"	3.53498	3.12421	2.22237	2.13599	2.0521	2.90722	3.1387	2.20446	3.8151	2.25542	2.91046	3.1477
"YCR023C"	28.6533	28.5552	29.0023	31.3827	29.3307	26.109	30.3921	30.8493	30.7271	32.0959	32.2648	30.7631
"YCR024C"	6.82779	7.59041	8.39106	7.6793	8.03746	7.72712	7.77359	7.53369	8.98269	7.46896	8.04112	7.65249
"YCR024C-A"	3721.62	3918.03	3916.68	4326.02	4378.72	3943.28	3834.62	4235.11	3885.03	5069.43	3740.59	3782.44
"YCR024C-B"	1544.7	1388.49	1391.17	1679.14	1658.58	1480.76	1480.25	1557.98	1447.74	1908.34	1485.36	1453.55
"YCR026C"	15.4331	17.5987	14.5898	15.2666	16.1843	13.9511	16.2826	12.9438	15.7141	13.669	16.9202	17.2501
"YCR027C"	21.7639	22.9912	17.2422	18.6858	20.8181	26.2303	22.3798	26.2508	21.5707	23.5004	28.272	27.5958
"YCR028C"	26.1095	23.0503	26.216	25.5611	29.3198	22.4573	26.5129	27.2785	25.762	29.7961	28.4052	27.801
"YCR028C-A"	371.91	379.631	369.786	401.291	380.353	397.752	377.93	378.998	419.533	440.524	443.591	378.278
"YCR030C"	26.0721	27.1432	23.018	24.0916	24.1315	22.0356	27.0558	25.2525	25.8127	29.3193	25.4862	28.208
"YCR031C"	4931.6	4991.35	4995.45	5149.35	5329.16	5259.67	4991.42	5684.46	4916.96	5966.04	5141.57	4814.78
"YCR032W"	4.3508	3.34534	2.90395	3.87251	3.59844	3.06394	3.78623	3.06769	4.18116	3.27577	3.77907	3.56481
"YCR033W"	15.2579	12.8287	12.7457	13.7393	13.7009	12.4738	14.7956	13.8774	16.8891	10.7639	12.3743	13.2393
"YCR034W"	183.202	189.724	179.302	190.731	207.592	198.797	181.233	206.984	198.079	235.264	197.793	195.851
"YCR035C"	37.0767	36.6818	39.2968	37.5298	32.2284	32.7554	37.5699	35.0973	33.8549	25.5042	32.3701	33.9821
"YCR036W"	36.9323	42.1508	38.4497	41.1091	37.9726	31.188	39.9604	33.167	38.2429	30.1773	39.0951	42.7018
"YCR037C"	19.5741	18.4409	20.2259	20.1524	18.9574	17.2351	20.2759	17.7814	21.1892	20.2259	18.9974	20.9853
"YCR038C"	4.21365	3.49748	3.42866	4.00703	4.63697	4.69211	4.58476	2.95254	4.22897	3.72696	3.4914	5.27757
"YCR039C"	15.8067	14.7977	13.4275	11.7842	13.1663	14.68	18.2174	10.8292	14.2508	8.08151	10.2603	13.2394
"YCR040W"	0	0.0977231	0	0	0	0	0.101302	0.127652	0.134744	0	0	0
"YCR041W"	2.46876	4.48558	3.84824	4.36678	5.68589	2.81869	3.83308	1.59896	2.26892	4.19053	3.69627	5.31916
"YCR042C"	9.43095	8.52225	8.26426	8.27567	8.43497	8.30946	8.86725	6.52657	9.92155	6.43265	9.00257	9.31923
"YCR043C"	170.157	216.109	202.931	177.178	176.516	185.143	189.98	193.512	194.278	205.885	199.832	205.479
"YCR044C"	39.3422	42.5067	41.7905	44.7295	42.1979	33.7639	41.9608	40.9302	40.3694	45.5831	36.4614	40.2832
"YCR045C"	0.447708	0.214306	0.256803	0.498878	0.309844	0.0614674	0	0.0699169	0.0731985	0.136112	0	0.230104
"YCR046C"	69.1142	67.4648	59.659	62.6347	69.8872	64.7457	63.5604	68.5073	63.273	68.0803	60.9859	57.8224
"YCR047C"	66.2799	66.4006	66.7572	61.9514	65.9107	65.2309	64.3276	60.8533	58.6581	55.8169	57.5195	55.2894
"YCR048W"	45.1654	37.8619	46.003	43.8026	48.2106	31.9472	43.2851	43.9697	48.9882	42.8363	47.7075	40.8107
"YCR050C"	1.1254	0.929067	1.64151	1.24375	0	0.535811	0.48583	0.607434	0.647388	0	0	0
"YCR051W"	126.529	120.008	150.512	141.316	137.237	139.103	130.701	142.798	141.209	113.456	120.36	121.075
"YCR052W"	40.2693	38.2061	40.8096	39.57	38.9518	39.3251	40.1954	42.2378	39.3756	35.291	33.2615	38.4459
"YCR053W"	307.933	305.571	311.027	314.326	320.638	312.503	315.818	323.389	353.11	346.035	350.593	309.571
"YCR054C"	12.3959	13.9744	12.6744	12.1658	11.4298	11.6543	11.1387	11.517	13.6841	9.28127	12.7711	12.8281
"YCR057C"	37.3862	35.3765	35.1937	35.9098	38.5985	36.9983	35.8153	34.3703	39.1523	34.5853	37.9947	35.3983
"YCR059C"	77.7045	72.5639	76.0601	78.4028	89.2345	79.4668	69.524	80.2888	82.9432	86.9838	91.1427	76.202
"YCR060W"	78.7636	64.241	78.1671	80.0857	78.848	74.9291	78.4064	68.7502	77.058	52.6039	71.7336	77.9765
"YCR061W"	8.70234	9.11979	8.21402	8.40788	8.9054	5.16099	7.47962	8.30342	8.29909	8.33618	8.00462	7.82869
"YCR063W"	13.5614	11.479	11.9953	11.0446	11.985	13.7188	11.9137	12.5941	11.7329	11.7447	10.9161	12.5881
"YCR065W"	35.3627	35.0507	28.104	31.1782	29.8711	29.2625	33.5396	32.3875	31.7621	33.5564	34.0865	34.5347
"YCR066W"	6.77816	6.43477	5.11879	5.89832	6.81735	6.94827	6.02345	6.56264	6.79699	4.19004	5.23925	5.65129
"YCR067C"	26.4203	27.7647	24.1754	25.1121	28.1176	24.3725	27.3915	26.4285	27.4297	28.1895	30.5249	26.6469
"YCR068W"	13.4284	13.863	14.0264	12.4263	13.2451	10.8333	13.5714	13.5679	13.1041	12.7587	14.2133	15.3857
"YCR069W"	97.2735	90.4616	97.5583	87.1738	92.4475	75.8529	88.736	86.6231	89.6625	98.1105	98.4709	96.6915
"YCR071C"	43.6653	39.2699	46.5737	42.5498	37.8277	35.995	40.5317	35.8713	34.0756	34.8233	38.3118	40.7724
"YCR072C"	27.4534	27.0124	28.601	26.6094	31.6533	28.8929	29.5859	27.2327	28.3674	25.5381	24.4652	23.9848
"YCR073C"	2.46034	2.37638	3.1602	2.5506	3.12721	2.45278	3.25758	2.69473	2.8651	2.06346	2.39654	3.31786
"YCR073W-A"	41.236	42.5604	37.8804	44.2128	48.1138	37.9014	42.8391	44.6358	44.8607	42.4708	43.4312	45.811
"YCR075C"	29.844	27.6444	38.2053	27.704	33.5972	27.2782	33.2981	29.9808	26.0164	33.607	26.1389	31.3285
"YCR075W-A"	105.645	87.8099	80.0198	88.1839	77.6722	117.525	96.6878	64.33	81.5301	74.8371	96.5618	86.4602
"YCR076C"	24.193	24.0238	24.0969	19.8511	24.7602	15.584	22.8507	22.5865	23.7408	23.718	19.8134	20.358
"YCR077C"	37.5827	36.4399	32.9107	34.3742	32.3722	30.6701	34.2111	30.0796	36.4339	35.4926	32.932	34.9516
"YCR079W"	12.7631	12.9207	11.9334	11.7282	11.8734	11.7767	14.0149	12.6863	12.4618	13.1186	12.3962	13.4887
"YCR081W"	4.21131	3.51897	3.14323	3.79507	4.04787	3.6847	3.95741	3.14914	5.12	2.78129	4.06774	4.66447
"YCR082W"	183.664	171.262	182.402	190.157	188.227	190.789	171.382	164.997	186.072	157.811	171.937	176.75
"YCR083W"	54.2641	58.0352	59.1724	71.2145	55.487	58.272	60.0991	45.2365	69.7976	57.1219	50.4753	56.5879
"YCR084C"	90.5195	88.5781	80.035	83.8563	90.9761	80.5262	91.6658	86.1367	94.8744	101.714	88.296	85.3453
"YCR086W"	21.3129	19.2868	21.723	19.2475	20.7444	23.7511	21.0574	18.3838	18.4255	18.1891	16.0355	18.0118
"YCR087C-A"	76.3018	68.7699	79.0743	84.8863	73.9661	87.8116	71.8917	84.5215	77.2117	53.1502	67.8422	79.2618
"YCR088W"	67.4876	66.744	65.4254	67.3637	76.0787	70.7298	68.008	68.3688	77.946	74.4215	65.824	65.7026
"YCR089W"	10.6873	11.1207	8.16331	11.207	11.2925	9.24213	14.4373	12.8626	11.9017	14.7308	12.7012	13.3173
"YCR090C"	62.45	68.5227	74.2908	66.5767	61.882	66.4127	68.8983	60.3155	58.2828	48.355	68.6886	64.9154
"YCR091W"	3.2226	3.36958	2.905	2.42661	3.08442	3.05985	3.54544	2.88522	3.73572	3.07399	3.17442	3.86575
"YCR092C"	10.7677	9.10944	8.08335	8.53307	8.79435	8.8361	9.5104	8.43924	9.7118	6.9771	8.32834	9.14357
"YCR093W"	16.0378	14.334	11.3221	13.4909	12.1297	12.3737	12.9487	11.705	16.6024	13.0912	15.9124	15.2212
"YCR094W"	32.1728	30.9578	36.399	32.4041	31.632	30.8138	31.2303	33.6866	31.7808	25.2911	33.6372	33.7891
"YCR095C"	13.4754	16.7553	16.4077	16.1188	15.8627	16.5185	15.8804	12.5256	12.7144	10.2648	13.4124	16.5913
"YCR095W-A"	11.6001	6.35498	12.9046	10.4971	7.35954	14.7032	6.68228	2.0804	8.99758	2.04553	12.3587	16.0726
"YCR096C"	0.00352116	16.9056	10.5798	8.69855	6.54048	0.00264966	3.0917	16.039	0.00419492	7.43566	9.25804	14.1155
"YCR097W"	57.7233	57.4896	62.2369	63.454	52.8172	49.6929	54.1265	50.0684	60.8049	42.8832	39.4064	54.5091
"YCR098C"	2.34814	2.37094	2.53928	2.751	1.45861	1.56258	2.80928	3.48894	2.54952	2.62689	3.9867	3.03274
"YCR099C"	7.62055	8.89561	11.6725	8.75966	10.3199	8.07044	5.58879	8.86709	10.026	4.49145	11.4337	10.1344
"YCR100C"	4.39723	4.75058	5.57455	3.10325	4.46088	3.70354	4.16556	5.73352	3.68301	3.30701	5.60823	4.49913
"YCR101C"	6.22277	4.61743	3.73652	3.94528	2.14125	2.54617	4.01907	3.37767	4.07216	4.48169	4.26343	4.78884
"YCR102C"	4.76943	4.40707	5.4539	3.97689	5.18577	5.57164	4.26948	4.58236	4.53922	3.03903	4.60898	6.52984
"YCR104W"	2.01602	2.6673	2.75914	0.892466	1.54934	1.53395	3.12683	2.17816	2.31268	1.71004	1.72227	3.37753
"YCR105W"	2.83185	1.52821	1.09742	2.03418	1.32623	1.57835	1.73523	1.3963	2.19575	1.94312	1.7552	1.09512
"YCR106W"	6.08601	6.42729	5.87368	5.98871	6.35449	4.37497	4.92121	5.87783	6.84153	5.56443	6.46404	6.61402
"YCR107W"	13.8464	14.0954	13.397	15.414	14.5685	14.4998	12.293	12.9612	14.8929	11.1662	14.4238	14.7765
"YCR108C"	1.35353	2.22782	1.29481	0	1.29101	0	2.34708	1.45789	6.28567	1.43707	2.89924	1.61292
"YDL001W"	11.3135	13.8338	11.1955	10.8615	11.9664	9.58086	12.5368	10.3284	14.2264	9.81895	10.8083	13.9227
"YDL002C"	28.7499	31.374	34.7425	33.4014	24.6054	30.2109	31.6619	29.3892	32.4863	25.0691	30.8514	35.11
"YDL003W"	25.6271	25.728	26.0219	21.818	23.2006	21.6511	25.0205	18.7838	23.1506	15.2616	19.0437	27.7938
"YDL004W"	224.271	212.864	200.1	227.469	222.582	235.356	215.55	214.776	226.131	191.432	237.058	229.173
"YDL005C"	26.6491	27.2209	27.8399	26.8745	24.7316	26.7406	25.9683	26.1983	29.7359	20.0592	21.4794	27.949
"YDL006W"	28.7774	28.0687	29.7084	25.3873	28.4179	29.3669	31.5706	26.9101	23.1456	21.2278	32.0257	26.7553
"YDL007C-A"	0	0	0.752451	0	0	0	0	0.840178	0	0	0	0
"YDL007W"	107.615	106.007	110.637	106.698	100.622	101.136	102.676	95.3185	110.206	78.5815	92.674	104.249
"YDL008W"	40.8192	44.3243	36.2121	37.0076	31.882	33.0525	36.4716	35.349	33.2307	28.8743	34.7506	43.9463
"YDL009C"	1.03578	0.427593	1.51224	1.14478	0.993801	2.46431	1.78734	1.11793	0.595186	0	0.554149	1.85962
"YDL010W"	33.5493	41.0105	38.2909	31.2442	29.7668	35.0125	34.1566	32.8642	34.5703	23.0806	33.7309	40.1855
"YDL012C"	157.439	175.313	119.971	157.407	170.934	182.852	149.243	156.51	169.628	151.651	158.487	150.63
"YDL013W"	13.53	13.785	13.7992	12.8809	12.925	13.6762	13.0166	12.8557	14.9186	10.9843	11.9205	13.978
"YDL014W"	685.134	687.88	707.758	694.784	769.721	679.132	707.11	755.607	738.321	842.954	715.724	680.782
"YDL015C"	168.868	173.225	179.396	173.866	187.329	156.067	172.182	184.217	168.544	204.76	174.112	168.707
"YDL017W"	7.09343	6.87289	8.05083	7.49226	6.87338	6.87713	8.15412	7.6202	5.92977	5.77601	7.18021	7.98914
"YDL018C"	33.9212	42.6025	43.0928	34.0111	38.012	35.4645	37.7984	38.5319	43.0068	25.4858	40.4041	45.3855
"YDL019C"	17.8743	16.3546	15.9852	16.4579	17.0384	12.5259	16.8277	15.7354	17.4756	16.9372	16.9007	17.5918
"YDL020C"	38.1784	38.1235	36.5202	35.6312	36.3743	32.8726	37.341	35.919	41.6826	29.8481	34.8962	38.4143
"YDL021W"	2.84347	4.75233	3.60672	2.79915	3.27913	1.78322	3.30361	2.50544	2.12821	3.48838	2.91767	3.27695
"YDL022C-A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDL022W"	145.235	156.32	148.178	131.19	145.282	116.47	165.772	155.358	137.304	175.534	141.383	146.918
"YDL024C"	1.08066	0.848508	1.76212	0.677278	1.30863	1.75232	1.63379	2.06701	1.93251	1.65288	2.30798	1.70089
"YDL025C"	15.7733	13.8432	13.0811	12.5833	15.1002	11.8033	13.4195	11.5928	14.8357	12.7486	14.7951	13.5984
"YDL027C"	13.6906	14.79	12.4988	13.6311	13.7028	14.2521	15.7226	13.0356	12.8681	13.2627	14.7808	14.3064
"YDL028C"	11.5774	8.75634	7.02916	8.92761	7.99279	8.79769	9.97456	8.93363	9.52107	7.39472	7.37926	9.13344
